effective_date,action,ticker,security_id,company_name,source,source_url,source_snapshot_id,verified,notes,related_ticker
2021-07-21,ADD,HON,ndx100-pit:HON,Honeywell International,en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,https://en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,wikipedia-nasdaq100-history-2026-08-28,true,"Replaced Alexion Pharmaceuticals; Alexion acquired by AstraZeneca"
2021-07-21,REMOVE,ALXN,ndx100-pit:ALXN,Alexion Pharmaceuticals,en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,https://en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,wikipedia-nasdaq100-history-2026-08-28,true,"Acquired by AstraZeneca"
2021-08-26,ADD,CRWD,ndx100-pit:CRWD,CrowdStrike,en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,https://en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,wikipedia-nasdaq100-history-2026-08-28,true,"Replaced Maxim Integrated Products"
2021-08-26,REMOVE,MXIM,ndx100-pit:MXIM,Maxim Integrated Products,en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,https://en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,wikipedia-nasdaq100-history-2026-08-28,true,"Acquired by Analog Devices"
2021-12-20,ADD,ABNB,ndx100-pit:ABNB,Airbnb,en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,https://en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,wikipedia-nasdaq100-history-2026-08-28,true,"Annual reconstitution; effective Monday after third Friday of December"
2021-12-20,REMOVE,CDW,ndx100-pit:CDW,CDW Corporation,en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,https://en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,wikipedia-nasdaq100-history-2026-08-28,true,"Annual reconstitution removal; later re-added 2023-12-18 and removed again 2025-12-22"
2021-12-20,ADD,FTNT,ndx100-pit:FTNT,Fortinet,en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,https://en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,wikipedia-nasdaq100-history-2026-08-28,true,"Annual reconstitution"
2021-12-20,REMOVE,FOXA,ndx100-pit:FOXA,Fox Corporation (Class A),en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,https://en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,wikipedia-nasdaq100-history-2026-08-28,true,"Annual reconstitution removal; share class superseded by FOX"
2021-12-20,ADD,FOX,ndx100-pit:FOX,Fox Corporation,en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,https://en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,wikipedia-nasdaq100-history-2026-08-28,true,"Annual reconstitution addition; share-class change from FOXA"
2021-12-20,ADD,PANW,ndx100-pit:PANW,Palo Alto Networks,en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,https://en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,wikipedia-nasdaq100-history-2026-08-28,true,"Annual reconstitution"
2021-12-20,REMOVE,CERN,ndx100-pit:CERN,Cerner,en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,https://en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,wikipedia-nasdaq100-history-2026-08-28,true,"Acquired by Oracle"
2021-12-20,ADD,LCID,ndx100-pit:LCID,Lucid Group,en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,https://en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,wikipedia-nasdaq100-history-2026-08-28,true,"Annual reconstitution; removed again 2023-12-18"
2021-12-20,REMOVE,CHKP,ndx100-pit:CHKP,Check Point Software,en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,https://en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,wikipedia-nasdaq100-history-2026-08-28,true,"Annual reconstitution removal"
2021-12-20,ADD,ZS,ndx100-pit:ZS,Zscaler,en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,https://en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,wikipedia-nasdaq100-history-2026-08-28,true,"Annual reconstitution; removed again 2026-06-22"
2021-12-20,REMOVE,TCOM,ndx100-pit:TCOM,Trip.com Group,en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,https://en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,wikipedia-nasdaq100-history-2026-08-28,true,"Annual reconstitution removal"
2021-12-20,ADD,DDOG,ndx100-pit:DDOG,Datadog,en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,https://en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,wikipedia-nasdaq100-history-2026-08-28,true,"Annual reconstitution"
2021-12-20,REMOVE,INCY,ndx100-pit:INCY,Incyte,en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,https://en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,wikipedia-nasdaq100-history-2026-08-28,true,"Annual reconstitution removal"
2022-01-24,ADD,ODFL,ndx100-pit:ODFL,Old Dominion Freight Line,en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,https://en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,wikipedia-nasdaq100-history-2026-08-28,true,"Replaced Peloton"
2022-01-24,REMOVE,PTON,ndx100-pit:PTON,Peloton Interactive,en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,https://en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,wikipedia-nasdaq100-history-2026-08-28,true,"Did not meet minimum monthly weight requirements"
2022-02-02,ADD,CEG,ndx100-pit:CEG,Constellation Energy,en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,https://en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,wikipedia-nasdaq100-history-2026-08-28,true,"Spun off from Exelon; Exelon remained a component (add-only row)"
2022-02-22,ADD,AZN,ndx100-pit:AZN,AstraZeneca,en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,https://en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,wikipedia-nasdaq100-history-2026-08-28,true,"Replaced Xilinx; removed again 2026-01-20"
2022-02-22,REMOVE,XLNX,ndx100-pit:XLNX,Xilinx,en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,https://en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,wikipedia-nasdaq100-history-2026-08-28,true,"Acquired by AMD"
2022-11-21,ADD,ENPH,ndx100-pit:ENPH,Enphase Energy,en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,https://en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,wikipedia-nasdaq100-history-2026-08-28,true,"Replaced Okta; removed again 2023-12-18"
2022-11-21,REMOVE,OKTA,ndx100-pit:OKTA,Okta,en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,https://en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,wikipedia-nasdaq100-history-2026-08-28,true,"Did not meet minimum monthly weight requirements"
2022-12-19,ADD,CSGP,ndx100-pit:CSGP,CoStar Group,en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,https://en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,wikipedia-nasdaq100-history-2026-08-28,true,"Annual reconstitution; removed again 2026-05-18"
2022-12-19,REMOVE,VRSN,ndx100-pit:VRSN,VeriSign,en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,https://en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,wikipedia-nasdaq100-history-2026-08-28,true,"Annual reconstitution removal"
2022-12-19,ADD,RIVN,ndx100-pit:RIVN,Rivian Automotive,en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,https://en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,wikipedia-nasdaq100-history-2026-08-28,true,"Annual reconstitution; removed again 2023-06-20"
2022-12-19,REMOVE,SWKS,ndx100-pit:SWKS,Skyworks Solutions,en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,https://en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,wikipedia-nasdaq100-history-2026-08-28,true,"Annual reconstitution removal"
2022-12-19,ADD,NTES,ndx100-pit:NTES,NetEase,en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,https://en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,wikipedia-nasdaq100-history-2026-08-28,true,"Annual reconstitution addition (add-only row in source)"
2022-12-19,ADD,WBD,ndx100-pit:WBD,Warner Bros. Discovery,en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,https://en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,wikipedia-nasdaq100-history-2026-08-28,true,"Annual reconstitution"
2022-12-19,REMOVE,SPLK,ndx100-pit:SPLK,Splunk,en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,https://en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,wikipedia-nasdaq100-history-2026-08-28,true,"Annual reconstitution removal; re-added 2023-12-18 then removed 2024-03-18"
2022-12-19,ADD,GFS,ndx100-pit:GFS,GlobalFoundries,en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,https://en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,wikipedia-nasdaq100-history-2026-08-28,true,"Annual reconstitution; removed again 2025-12-22"
2022-12-19,REMOVE,BIDU,ndx100-pit:BIDU,Baidu,en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,https://en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,wikipedia-nasdaq100-history-2026-08-28,true,"Annual reconstitution removal"
2022-12-19,ADD,BKR,ndx100-pit:BKR,Baker Hughes,en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,https://en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,wikipedia-nasdaq100-history-2026-08-28,true,"Annual reconstitution"
2022-12-19,REMOVE,MTCH,ndx100-pit:MTCH,Match Group,en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,https://en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,wikipedia-nasdaq100-history-2026-08-28,true,"Annual reconstitution removal"
2022-12-19,ADD,FANG,ndx100-pit:FANG,Diamondback Energy,en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,https://en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,wikipedia-nasdaq100-history-2026-08-28,true,"Annual reconstitution"
2022-12-19,REMOVE,DOCU,ndx100-pit:DOCU,DocuSign,en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,https://en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,wikipedia-nasdaq100-history-2026-08-28,true,"Annual reconstitution removal"
2023-06-07,ADD,GEHC,ndx100-pit:GEHC,GE HealthCare,en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,https://en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,wikipedia-nasdaq100-history-2026-08-28,true,"Replaced Fiserv"
2022-06-09,TICKER_CHANGE,FB,ndx100-pit:META,Meta Platforms,Meta Platforms Investor Relations,https://investor.atmeta.com/investor-news/press-release-details/2022/Meta-Platforms-Inc.-to-Change-Ticker-Symbol-to-META-on-June-9/default.aspx,meta-ir-ticker-change-2022-05-31,true,"Ticker changed before market open; CUSIP unchanged",META
2023-06-07,REMOVE,FISV,ndx100-pit:FISERV,Fiserv,Fiserv Investor Relations,https://investors.fiserv.com/news-releases/news-release-details/fiserv-completes-listing-transfer-new-york-stock-exchange,fiserv-ir-nyse-transfer-2023-06-07,true,"Transferred listing from NASDAQ to NYSE and changed ticker to FI",
2023-06-20,ADD,ON,ndx100-pit:ON,ON Semiconductor,en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,https://en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,wikipedia-nasdaq100-history-2026-08-28,true,"Replaced Rivian; removed again 2025-12-22"
2023-06-20,REMOVE,RIVN,ndx100-pit:RIVN,Rivian Automotive,en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,https://en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,wikipedia-nasdaq100-history-2026-08-28,true,"Did not meet minimum monthly weight requirements"
2023-07-17,ADD,TTD,ndx100-pit:TTD,The Trade Desk,en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,https://en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,wikipedia-nasdaq100-history-2026-08-28,true,"Replaced Activision Blizzard; removed again 2025-12-22"
2023-07-17,REMOVE,ATVI,ndx100-pit:ATVI,Activision Blizzard,en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,https://en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,wikipedia-nasdaq100-history-2026-08-28,true,"Acquired by Microsoft"
2023-12-14,ADD,TTWO,ndx100-pit:TTWO,Take-Two Interactive,en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,https://en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,wikipedia-nasdaq100-history-2026-08-28,true,"Replaced Seagen"
2023-12-14,REMOVE,SGEN,ndx100-pit:SGEN,Seagen,en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,https://en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,wikipedia-nasdaq100-history-2026-08-28,true,"Merged with Pfizer"
2023-12-18,ADD,CDW,ndx100-pit:CDW,CDW Corporation,en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,https://en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,wikipedia-nasdaq100-history-2026-08-28,true,"Annual reconstitution; previously removed 2021-12-20"
2023-12-18,REMOVE,ALGN,ndx100-pit:ALGN,Align Technology,en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,https://en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,wikipedia-nasdaq100-history-2026-08-28,true,"Annual reconstitution removal"
2023-12-18,ADD,CCEP,ndx100-pit:CCEP,Coca-Cola Europacific Partners,en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,https://en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,wikipedia-nasdaq100-history-2026-08-28,true,"Annual reconstitution"
2023-12-18,REMOVE,EBAY,ndx100-pit:EBAY,eBay,en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,https://en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,wikipedia-nasdaq100-history-2026-08-28,true,"Annual reconstitution removal"
2023-12-18,ADD,DASH,ndx100-pit:DASH,DoorDash,en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,https://en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,wikipedia-nasdaq100-history-2026-08-28,true,"Annual reconstitution"
2023-12-18,REMOVE,ENPH,ndx100-pit:ENPH,Enphase Energy,en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,https://en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,wikipedia-nasdaq100-history-2026-08-28,true,"Annual reconstitution removal"
2023-12-18,ADD,MDB,ndx100-pit:MDB,MongoDB,en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,https://en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,wikipedia-nasdaq100-history-2026-08-28,true,"Annual reconstitution; removed again 2025-05-19"
2023-12-18,REMOVE,JD,ndx100-pit:JD,JD.com,en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,https://en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,wikipedia-nasdaq100-history-2026-08-28,true,"Annual reconstitution removal"
2023-12-18,ADD,ROP,ndx100-pit:ROP,Roper Technologies,en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,https://en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,wikipedia-nasdaq100-history-2026-08-28,true,"Annual reconstitution"
2023-12-18,REMOVE,LCID,ndx100-pit:LCID,Lucid Group,en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,https://en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,wikipedia-nasdaq100-history-2026-08-28,true,"Annual reconstitution removal"
2023-12-18,ADD,SPLK,ndx100-pit:SPLK,Splunk,en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,https://en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,wikipedia-nasdaq100-history-2026-08-28,true,"Annual reconstitution; removed again 2024-03-18"
2023-12-18,REMOVE,ZM,ndx100-pit:ZM,Zoom Video Communications,en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,https://en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,wikipedia-nasdaq100-history-2026-08-28,true,"Annual reconstitution removal"
2024-03-18,ADD,LIN,ndx100-pit:LIN,Linde plc,en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,https://en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,wikipedia-nasdaq100-history-2026-08-28,true,"Replaced Splunk"
2024-03-18,REMOVE,SPLK,ndx100-pit:SPLK,Splunk,en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,https://en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,wikipedia-nasdaq100-history-2026-08-28,true,"Acquired by Cisco"
2024-06-24,ADD,ARM,ndx100-pit:ARM,Arm Holdings,en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,https://en.wikipedia.org/wiki/Historical_components_of_the_Nasdaq-100,wikipedia-nasdaq100-history-2026-08-28,true,"Replaced SiriusXM"
